Instance Name,Nominal Voltage,Internal Power,Switch Power,Leakage Power,Total Power
_3451_,1.1,1.219e-06,0.000e+00,2.702e-08,1.246e-06
_3452_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3453_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3454_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3455_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3456_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3457_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3458_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3459_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3460_,1.1,5.095e-07,0.000e+00,3.340e-08,5.429e-07
_3461_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3462_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3463_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3464_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3465_,1.1,5.095e-07,0.000e+00,3.340e-08,5.429e-07
_3466_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3467_,1.1,3.658e-07,0.000e+00,4.404e-08,4.098e-07
_3468_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3469_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3470_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3471_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3472_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3473_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3474_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3475_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3476_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3477_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3478_,1.1,4.851e-07,0.000e+00,4.117e-08,5.262e-07
_3479_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3480_,1.1,9.584e-07,0.000e+00,1.813e-08,9.765e-07
_3481_,1.1,5.331e-07,0.000e+00,2.683e-08,5.599e-07
_3482_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3483_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3484_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3485_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3486_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3487_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3488_,1.1,6.108e-07,0.000e+00,2.621e-08,6.370e-07
_3489_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3490_,1.1,5.095e-07,0.000e+00,3.340e-08,5.429e-07
_3491_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3492_,1.1,2.862e-07,0.000e+00,1.739e-08,3.036e-07
_3493_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3494_,1.1,5.217e-07,0.000e+00,2.864e-08,5.504e-07
_3495_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3496_,1.1,6.030e-07,0.000e+00,4.211e-08,6.451e-07
_3497_,1.1,5.112e-07,0.000e+00,3.340e-08,5.446e-07
_3498_,1.1,2.275e-06,0.000e+00,5.427e-08,2.329e-06
_3499_,1.1,8.385e-07,0.000e+00,2.441e-08,8.629e-07
_3500_,1.1,5.659e-07,0.000e+00,1.810e-08,5.840e-07
_3501_,1.1,2.830e-07,0.000e+00,1.739e-08,3.004e-07
_3502_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3503_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
_3504_,1.1,4.750e-07,0.000e+00,4.117e-08,5.162e-07
